chem_id,inchikey,mw,exact_mw,logp,tpsa,hbd,hba,rotatable_bonds,aromatic_rings,ring_count,fraction_csp3,heavy_atoms,heteroatoms,formal_charge,qed,ro5_violations
Chemical_295771820915415148,QNHPMVBTMIUVRU-INIZCTEOSA-N,302.282,302.079,1.335,107.22,4,6,1,2,3,0.1875,22,6,0,0.4675,0
Chemical_181720101602717522,RSMYKTKKFRLXQD-PHUQUWPXSA-N,376.405,376.1522,0.708,110.13,2,7,4,0,3,0.55,27,7,0,0.4223,0
Chemical_4066617822792718018,Withaphysalin N,484.589,484.2461,3.264,102.43,1,7,1,0,7,0.8214,35,7,0,0.4501,0
Chemical_5452967008307954373,ZDIHSHLFPFGAGP-GRWMUYEGSA-N,1075.249,1074.5611,-1.505,342.9,12,22,11,0,10,0.9811,75,22,0,0.0827,3
Chemical_3441861284837364003,YOFBMTWCZVDGEM-CAXZPVATSA-N,446.672,446.3396,4.708,73.22,3,4,5,0,5,0.9286,32,4,0,0.4224,0
Chemical_6278766344619999468,Haemodorone,320.3,320.0685,3.532,72.83,1,5,2,3,4,0.0526,24,5,0,0.5774,0
Chemical_6344368753859510142,Aceroside Vii,476.566,476.241,1.876,139.84,6,8,12,2,3,0.5385,34,8,0,0.2553,1
Chemical_8841574427713687069,XOLNWRRGOUKZMJ-SYQUUIDJSA-N,742.818,742.2989,6.385,137.44,1,12,16,4,6,0.381,54,12,0,0.1275,3
Chemical_4267366928225723728,CIUORYCGUNFGHQ-QTXLCTLRSA-N,276.42,276.2089,4.333,34.14,0,2,3,0,2,0.7778,20,2,0,0.7684,0
Chemical_7269962628886252435,20Beta-Hydroxytingenone,436.592,436.2614,5.537,74.6,2,4,0,0,5,0.6429,32,4,0,0.523,1
Chemical_4820526769856864291,CYKFVAKGDJLUPW-NZEJVWNHSA-N,322.36,322.1205,1.406,63.6,1,4,6,0,0,0.3,24,4,0,0.264,0
Chemical_349803920596323123,OENHKPIJNUYYOD-UHFFFAOYSA-N,286.327,286.1205,3.709,58.92,2,4,1,2,3,0.2941,21,4,0,0.7846,0
Chemical_7487822361915387806,BHQMCLZFWRUADA-QGZVFWFLSA-O,328.432,328.1907,3.326,38.69,1,3,4,2,3,0.4,24,4,1,0.8752,0
Chemical_1227700136812530729,nan,344.165,343.0168,1.167,103.78,3,5,4,1,2,0.4167,20,8,0,0.7116,0
Chemical_4412558162160685197,AWOGQCSIVCQXBT-PBFVBANWSA-N,370.401,370.1416,3.508,55.38,0,6,4,2,5,0.4286,27,6,0,0.821,0
Chemical_3252229752588232652,HSSJYSJXBOCKQM-UHFFFAOYSA-N,1063.238,1062.5611,-1.326,335.06,12,22,15,0,9,0.9615,74,22,0,0.0846,3
Chemical_6304845753961692117,HDVXJTYHXDVWQO-SNPRPXQTSA-N,222.372,222.1984,4.208,17.07,0,1,1,0,2,0.9333,16,1,0,0.6493,0
Chemical_8345274994844771082,JBYNLPJMCTVJAE-HEYMRSJXSA-N,507.536,507.2104,-0.697,189.77,7,10,4,1,5,0.68,36,11,0,0.2027,2
Chemical_1219153184715060308,PSAKYIJFKFCZFO-HULFFUFUSA-N,229.323,229.1467,3.128,32.59,1,1,6,0,0,0.4,17,2,0,0.2451,0
Chemical_2621234135832664518,CGOUETXUJGEGNX-SQTZSBTDSA-N,480.601,480.2512,3.47,104.06,3,6,4,1,4,0.5172,35,6,0,0.3464,0
Chemical_2573625106696076041,BFRRTQSWBORPKV-UHFFFAOYSA-N,274.228,274.0477,0.807,108.74,2,6,1,0,2,0.1429,20,6,0,0.6846,0
Chemical_2934446238792280503,nan,360.359,360.142,-1.981,145.91,5,9,4,0,3,0.8125,25,9,0,0.3599,0
Chemical_4232620864392103120,IIWNDLDEVPJIBT-STQMWFEESA-N,266.381,266.1882,3.527,43.37,0,3,6,0,1,0.75,19,3,0,0.6907,0
Chemical_3293746384332883984,UHERRNNNKBWWKU-BBTAMKDRSA-N,394.464,394.1992,0.348,116.45,4,7,1,0,6,0.8571,28,7,0,0.4743,0
Chemical_6769125344318179482,nan,456.755,456.3967,7.696,40.46,2,2,5,0,4,0.871,33,2,0,0.4161,1
Chemical_8777827640084868698,Ohioensin F,388.375,388.0947,3.475,107.22,4,6,0,3,6,0.1739,29,6,0,0.4698,0
Chemical_8273760641295559359,Prenylterphenyllin,406.478,406.178,5.663,79.15,3,5,6,3,3,0.2,30,5,0,0.4602,1
Chemical_5366090836306004439,(-)-Trans-Methylkhellactone,276.288,276.0998,2.012,68.9,1,5,1,2,3,0.4,20,5,0,0.8069,0
Chemical_987694890292448739,JFGCNGKEWNEWHD-UHFFFAOYSA-N,349.298,349.0586,2.952,76.11,0,7,1,3,6,0.1579,26,7,0,0.6252,0
Chemical_2606903535132379232,OLZOWEKSQLSTQR-UOMZNOSJSA-N,751.055,750.5282,8.105,151.98,4,10,33,0,1,0.7674,53,10,0,0.0294,2
Chemical_6389459706583402767,Omphamurin,290.315,290.1154,2.29,68.9,1,5,5,2,2,0.3125,21,5,0,0.6756,0
Chemical_3970732502128706145,"2,3-Dehydrosarsalignone",424.629,424.309,5.769,61.69,2,3,4,0,4,0.7037,31,4,0,0.4448,1
Chemical_3537529048393741945,IUHWQUMKWODMSL-JBDZAPBUSA-N,574.623,574.2414,3.024,151.1,1,11,3,1,6,0.7333,41,11,0,0.3222,2
Chemical_7510705196156063544,WHRDRHNMTIXZNY-GFGOZNKDSA-N,362.422,362.1729,0.74,96.22,3,6,0,0,8,0.85,26,6,0,0.5503,0
Chemical_9166547836162787246,"1,4-Butanediol, 2,3-bis(1,3-benzodioxol-5-ylmethyl)-, diacetate, (2R,3R)-",442.464,442.1628,3.288,89.52,0,8,9,2,4,0.4167,32,8,0,0.5468,0
Chemical_4762702384533366588,SLLMHZXMVHNZOR-UHFFFAOYSA-N,194.186,194.0579,1.714,55.76,1,4,2,1,2,0.3,14,4,0,0.728,0
Chemical_20883583561451546,nan,368.409,368.1492,1.397,58.43,1,5,4,1,4,0.2857,27,6,1,0.8707,0
Chemical_8280563050835021482,Tylophoridicine C,381.428,381.1576,3.74,81.98,2,5,2,3,5,0.3636,28,6,0,0.4015,0
Chemical_8349620900141179,VNIVBQUTGDGBOE-MDFHISQGSA-N,346.603,346.3348,4.923,29.26,1,2,2,0,4,1.0,25,2,0,0.7685,0
Chemical_2813121612929004831,VGFANVFKVOTCIW-UHFFFAOYSA-N,298.294,298.0841,3.183,68.9,1,5,3,3,3,0.1176,22,5,0,0.752,0
Chemical_5713865613039607283,ZDAALCQTISOLSW-UJKZQACISA-N,1389.536,1388.6824,-6.448,515.36,20,32,24,0,10,0.9688,96,32,0,0.04,3
Chemical_5041793292915298449,QDCGSCBAIQIGDY-ZHYOHAIXSA-N,300.398,300.1725,4.163,46.53,1,3,3,1,3,0.5263,22,3,0,0.6731,0
Chemical_5831932756239894967,Triptonide,358.39,358.1416,1.311,80.96,0,6,1,0,7,0.8,26,6,0,0.5193,0
Chemical_1215372127821332508,AEFVITZAYCULNV-UHFFFAOYSA-N,234.251,234.0892,2.547,48.67,0,4,4,2,2,0.3077,17,4,0,0.7626,0
Chemical_7489544016307536287,INQBCRWRVGGZER-PWNZVWSESA-N,238.371,238.1933,2.748,40.46,2,2,1,0,2,0.8667,17,2,0,0.6896,0
Chemical_8557612194162548829,VZQQLPACAVHZQT-JTMUNMDNSA-N,530.661,530.2668,6.448,82.06,1,6,4,1,7,0.5152,39,6,0,0.4508,2
Chemical_506217148767428398,Dianversicoside E,1313.397,1312.5936,-6.741,510.81,19,31,15,0,10,0.9333,91,31,0,0.0535,3
Chemical_3820772303253268080,KZJWDPNRJALLNS-BSJPTTOTSA-N,414.718,414.3862,8.025,20.23,1,1,6,0,4,0.931,30,1,0,0.4361,1
Chemical_5403841230683426297,LXIZCUWZTRHPNW-FNDXEUTKSA-N,1057.278,1056.5869,1.289,294.6,10,20,13,0,9,0.9259,74,20,0,0.1163,3
Chemical_5075909949257489279,PYDAEIINPZJDBO-ORWJBWFWSA-N,929.925,929.3106,3.621,252.75,1,19,9,3,7,0.4792,67,19,0,0.2375,2
Chemical_9054262879572179626,UGEUWLVZTTYEDQ-DJAVDOCOSA-N,466.439,466.1475,-0.541,178.53,7,11,6,2,4,0.4545,33,11,0,0.2907,2
Chemical_6881655824142643409,nan,314.425,314.1882,3.535,54.37,1,3,0,0,3,0.6,23,3,0,0.5495,0
Chemical_5013468242782032716,MRMDTKPKPZHCII-SLFFLAALSA-N,366.369,366.1103,2.593,88.38,3,6,1,3,5,0.2381,27,6,0,0.6136,0
Chemical_8045957648340071750,Parviflorin,594.874,594.4496,7.078,105.45,3,7,23,0,3,0.9143,42,7,0,0.0858,2
Chemical_5506386684128419016,nan,394.511,394.2144,5.733,66.76,2,4,9,2,2,0.32,29,4,0,0.4208,1
Chemical_6954598558033534357,Moluccensin J,526.582,526.2203,3.451,129.34,1,9,4,1,6,0.6552,38,9,0,0.4631,1
Chemical_3221259056151604693,XXPXTLXIXAJIIH-PLQGUWCTSA-N,322.533,322.2872,5.845,26.3,0,2,5,0,2,0.9524,23,2,0,0.5939,1
Chemical_6892217063574387388,"3,5-O-Dimethylpinosylvin",240.302,240.115,3.874,18.46,0,2,4,2,2,0.125,18,2,0,0.7551,0
Chemical_2883549905049128380,OQZUBZJEVMCTGO-UJRRQQMQSA-N,452.368,452.0955,-0.67,203.44,7,12,5,2,3,0.3,32,12,0,0.2229,2
Chemical_1041347944795531842,MDZKJHQSJHYOHJ-ZLHFCYBISA-N,472.71,472.3553,6.204,77.76,3,3,1,0,5,0.9,34,4,0,0.3968,1
Chemical_4597805225051055449,YPDJVOZWLIGFKY-SNVBAGLBSA-N,302.326,302.1154,3.101,75.99,2,5,5,2,2,0.2353,22,5,0,0.83,0
Chemical_7676743453247319417,"4'-Hydroxy-5,7-Dimethoxyisoflavone",298.294,298.0841,3.183,68.9,1,5,3,3,3,0.1176,22,5,0,0.8039,0
Chemical_6323717687223150683,Epheneranthol C,258.273,258.0892,2.578,69.92,3,4,1,2,3,0.2,19,4,0,0.6875,0
Chemical_1929761616289532410,Uscharin,587.735,587.2553,3.154,123.88,2,10,2,0,8,0.8387,41,10,0,0.2849,1
Chemical_8188246547163056625,BVWWUWXMEWKEMC-YZGWKJHDSA-N,310.441,310.2045,4.279,17.4,0,3,2,2,5,0.6,23,3,0,0.8235,0
Chemical_1776683068024819585,FJWBQUVKMGEVOU-DHVIFQJVSA-N,576.686,576.2723,5.19,111.52,2,8,6,1,7,0.5294,42,8,0,0.4454,2
Chemical_3895859415719079768,PIWNJAZCHHBADQ-MECALSEWSA-N,429.473,429.19,0.947,126.33,4,6,3,2,5,0.5455,31,9,0,0.5755,0
Chemical_5144217122188396027,ISIXBISKILQIOT-WVKQOWSQSA-N,568.616,568.252,0.044,195.6,7,11,10,1,3,0.6071,40,12,0,0.1876,3
Chemical_9169517219815007684,ATOGZGGDMZWLLK-PVLSJSCWSA-N,346.467,346.2144,4.213,58.92,2,4,2,1,5,0.7143,25,4,0,0.7876,0
Chemical_194705427542705920,IVTANVHGFZUUDU-INMHGKMJSA-N,343.305,342.1194,5.03,26.3,0,2,5,0,1,0.7059,20,3,0,0.3975,1
Chemical_2706796595577406014,CHXZRHMQQRUVHF-UHFFFAOYSA-N,196.274,196.0347,2.66,0.0,0,1,0,1,1,0.0769,14,1,0,0.5596,0
Chemical_361793212521806377,nan,424.449,424.1522,3.622,112.66,3,7,3,3,5,0.375,31,7,0,0.4347,0
Chemical_1838553214101144099,HDDDNIUXSFCGMB-LIBJPBHASA-N,464.379,464.0955,-0.539,210.51,8,12,4,3,4,0.2857,33,12,0,0.2289,2
Chemical_425022430891982598,Inflexarabdonin A,436.545,436.2461,1.971,113.29,3,7,2,0,4,0.8333,31,7,0,0.448,0
Chemical_587172425580890567,Schisphenone,432.469,432.1784,3.377,92.68,1,8,9,2,3,0.4348,31,8,0,0.6448,0
Chemical_4711230840684423014,OULRFLUQRMGBEN-UHFFFAOYSA-N,288.35,288.1263,4.004,48.65,2,1,4,4,4,0.1053,22,3,0,0.5855,0
Chemical_3603413670550905297,QATUWZPYBIHFFR-UVXIKMMUSA-N,358.39,358.1416,2.554,78.9,0,6,2,0,3,0.45,26,6,0,0.5575,0
Chemical_8161916903810476183,FIFOXQSFMIBNQJ-BBZRCZKMSA-N,254.37,254.1882,2.102,52.99,2,3,1,0,3,1.0,18,3,0,0.7046,0
Chemical_5417908543432327293,KLMZPLYXGZZBCX-CJSYXLNHSA-N,318.457,318.2195,3.687,46.53,1,3,0,0,5,0.95,23,3,0,0.693,0
Chemical_5789716933966430487,UTAJBEXGCXWGOE-XPUUQOCRSA-N,198.218,198.0892,0.257,55.76,1,4,1,0,2,0.7,14,4,0,0.6138,0
Chemical_9034407542448776397,NXVJTGLCCSFGAT-AWXBQYDWSA-N,576.551,576.1843,0.233,171.83,4,13,7,2,6,0.5357,41,13,0,0.3306,2
Chemical_5044565776512463045,nan,598.689,598.2778,4.76,135.41,0,10,6,1,5,0.6667,43,10,0,0.2561,1
Chemical_6769628079962262628,SYKAEOJNAZASJR-NSJKBQOUSA-N,600.617,600.2207,0.991,175.12,3,12,5,1,6,0.6129,43,12,0,0.2487,2
Chemical_8574950184731802349,FDPMWTPQUHILQG-UHFFFAOYSA-N,321.329,321.1212,1.352,101.27,3,7,4,2,3,0.4375,23,7,0,0.7811,0
Chemical_4985497100324127119,DSALQCDYXNDYHC-MTVVTPKMSA-N,420.546,420.2512,4.857,78.9,0,6,17,0,0,0.5417,30,6,0,0.0835,0
Chemical_8278076776053175776,"3-[3,4-Dimethoxy-5-(3-Methylbut-2-Enyl)Phenyl]-5,7-Dimethoxychromen-4-One",410.466,410.1729,5.003,67.13,0,6,7,3,3,0.2917,30,6,0,0.5106,1
Chemical_1202391267660712786,nan,506.589,506.2727,-1.354,178.53,7,11,8,0,3,0.9167,35,11,0,0.1935,3
Chemical_5492492785904861660,YDZFPWNHZGWHRB-PJCWREKFSA-N,460.611,460.2825,5.144,78.9,0,6,11,0,1,0.5926,33,6,0,0.1837,1
Chemical_7861386529981720008,LKECRKCAEKJIGY-UHFFFAOYSA-N,608.735,608.2886,6.859,72.86,1,8,3,4,7,0.3514,45,8,0,0.2706,2
Chemical_8857416259003649342,Linderalactone,244.29,244.1099,3.395,39.44,0,3,0,1,3,0.4,18,3,0,0.5184,0
Chemical_3992888705655840532,nan,348.527,348.2664,5.137,46.53,1,2,4,0,4,0.9545,25,3,0,0.7652,1
Chemical_422161766088852329,GBWAAJJGXQJTTA-YMYRZEKGSA-N,1335.447,1334.6143,-3.706,465.42,15,30,4,0,18,0.9206,93,30,0,0.0557,3
Chemical_7995489875528856121,DHJHGMUZKYPKJU-UHFFFAOYSA-N,460.479,460.1733,3.007,164.75,6,9,8,2,2,0.3333,33,9,0,0.2565,1
Chemical_4815864035019854289,AOHAPDDBNAPPIN-UHFFFAOYSA-N,196.158,196.0372,1.122,64.99,1,4,2,1,2,0.2222,14,5,0,0.7673,0
Chemical_5767535415671647301,ZMMIEHPFMMRMMN-UHFFFAOYSA-N,300.31,300.0998,3.011,75.99,2,5,5,2,2,0.1176,22,5,0,0.6555,0
Chemical_1725133467869807552,KBSBUGUKMIUBEE-RBUHZZTDSA-N,523.626,523.257,3.292,122.16,3,8,5,1,5,0.5667,38,8,0,0.3971,1
Chemical_4359769531971249678,Brasimarin C,404.462,404.1624,5.274,76.74,1,5,3,3,4,0.28,30,5,0,0.4751,1
Chemical_3782412907244170897,MDZGQAYJCGFSNC-FKBIRUNOSA-N,456.444,456.1632,-2.251,172.21,5,11,4,0,5,0.8095,32,11,0,0.2285,1
Chemical_1187655453678506968,OGBUMNBNEWYMNJ-OAQYLSRUSA-N,344.58,344.329,5.618,49.69,2,3,20,0,0,1.0,24,3,0,0.2819,1
Chemical_592597553050946695,IVQJJWTYXXUJQG-UHFFFAOYSA-N,323.304,323.0794,3.689,69.51,1,5,2,3,5,0.1667,24,6,0,0.7285,0
Chemical_6307380369389991356,FDRGUSRCJMIOAR-MWJLHZOTSA-N,985.127,984.493,0.327,288.28,8,20,10,0,9,0.9184,69,20,0,0.1081,3
Chemical_8075879780893647041,Beta-Sitosterol,414.718,414.3862,8.025,20.23,1,1,6,0,4,0.931,30,1,0,0.4361,1
Chemical_8186874249461548993,nan,390.476,390.2042,1.53,104.06,3,6,2,0,4,0.7273,28,6,0,0.488,0
Chemical_162330720140199580,MPNPJQYCBQXPGW-XYOKBCDHSA-N,368.433,368.1736,1.608,71.03,2,6,2,1,6,0.5714,27,6,0,0.6105,0
Chemical_8048222452908266034,VXCGGFJHRBXLTA-RAJIDBTKSA-N,313.282,313.0929,-3.682,158.35,5,8,0,0,2,0.5714,22,8,-1,0.286,0
Chemical_4529804756799665241,YWCYHQDJGKSIEV-WSEBZIHOSA-N,414.542,414.2406,3.923,85.35,0,5,5,0,3,0.72,30,5,0,0.5027,0
Chemical_3442639811096065107,MWYQRKSBBTVTOQ-CCXUCLJPSA-N,314.425,314.1882,4.456,43.37,0,3,0,0,2,0.5,23,3,0,0.3766,0
Chemical_786060197490983523,Cipadesin L,610.744,610.3142,5.561,118.34,0,9,6,1,6,0.7143,44,9,0,0.3012,2
Chemical_7000999357699812326,"(Z)-2-(3,4-Dihydroxybenzylidene)-6,7-Dihydroxybenzofuran-3(2H)-One",286.239,286.0477,2.125,107.22,4,6,1,2,3,0.0,21,6,0,0.4723,0
Chemical_2534968393127103091,XLYPYVJQBVHVLM-WKSNRWIDSA-N,656.725,656.2833,3.683,168.8,1,12,6,1,3,0.5429,47,12,0,0.2683,2
Chemical_1322829276628043504,14(17)-Dehydrocaesalpin F,474.55,474.2254,3.447,112.27,1,8,3,1,4,0.6538,34,8,0,0.5237,0
Chemical_4794729176886289005,PFGAJVHSRWCMOQ-PKCJLHEISA-N,540.518,540.1843,-1.941,215.83,8,13,7,2,4,0.56,38,13,0,0.1796,3
Chemical_8453071985600873650,HVKHAMACCIIGAM-CGJQWDJPSA-N,636.826,636.3662,7.08,152.36,5,8,12,1,3,0.5526,46,8,0,0.0537,2
Chemical_1445553343746697505,VWLSPPQJJDUUFR-HRHUPZLGSA-N,431.485,431.1944,2.241,83.53,0,8,2,0,6,0.7391,31,8,0,0.6159,0
Chemical_3285723279255744112,Jatamanvaltrate G,442.505,442.2203,1.696,128.59,2,9,9,0,2,0.7727,31,9,0,0.4048,0
Chemical_2476256407205315486,ZEMSHIOAFVYIFX-LLNVXLRBSA-N,552.62,552.2359,5.247,101.91,1,9,8,3,4,0.3871,40,9,0,0.3757,2
Chemical_1096670589696080192,IKUQEFGEUOOPGY-QSDFBURQSA-N,384.337,384.1056,-1.011,148.05,4,10,5,2,3,0.4706,27,10,0,0.4725,0
Chemical_1919759742882109394,Alstoyunine E,350.418,350.163,3.007,61.72,0,4,1,1,7,0.5238,26,5,0,0.3385,0
Chemical_7412800660026409173,MGZNLFNSCDJZGJ-UHFFFAOYSA-N,326.304,326.079,3.206,67.13,0,6,3,3,4,0.1667,24,6,0,0.7361,0
Chemical_7905840545922901686,"3Beta,11Alpha-Dihydroxyergosta-8,24(28)-Dien-7-One",428.657,428.329,5.849,57.53,2,3,5,0,4,0.8214,31,3,0,0.5402,1
Chemical_5395685484139724977,OBVNUYXMOLOYPW-KYIWPAQZSA-N,738.912,738.419,1.362,196.99,7,13,6,0,8,0.9487,52,13,0,0.1933,3
Chemical_5114016018612131035,nan,302.279,302.1002,-1.937,139.84,6,8,4,1,2,0.5385,21,8,0,0.3775,1
Chemical_7864795770984197490,ZGHOATLFXGBJGZ-UONOGXRCSA-N,358.434,358.178,4.196,57.15,1,5,7,2,3,0.4286,26,5,0,0.804,0
Chemical_2301912077764316023,HGNVJOIZPKHOCX-QGZFUCHHSA-N,523.626,523.257,3.822,118.08,3,7,3,2,6,0.6,38,8,0,0.5236,1
Chemical_2464075196350453693,SYYHBUHOUUETMI-IULHFPJWSA-N,430.629,430.3083,4.829,58.92,2,4,0,0,6,0.9259,31,4,0,0.5406,0
Chemical_6982419333477550451,WHSUEVLJUHPROF-IMZDMEOWSA-N,350.455,350.2093,1.039,97.99,4,5,1,0,4,0.85,25,5,0,0.5299,0
Chemical_8918215113219632986,UUYOHEAYCPQMKY-UMGKDSHHSA-N,348.395,348.1573,2.927,85.97,1,6,2,1,3,0.5789,25,6,0,0.6532,0
Chemical_627493319645567007,Ananolignan L,556.608,556.2308,5.557,107.98,0,10,7,2,4,0.4667,40,10,0,0.3178,2
Chemical_4180983554386327671,VBKWRQMKMIPEHG-UHFFFAOYSA-N,217.224,217.0739,1.884,51.58,1,4,1,2,3,0.25,16,4,0,0.792,0
Chemical_3285679054973941292,Andrographolide,350.455,350.2093,1.963,86.99,3,5,3,0,3,0.75,25,5,0,0.4115,0
Chemical_6449593706693157595,ABNDMUIXCBUBLO-SBGJHBCUSA-N,534.69,534.3193,2.123,152.36,5,8,5,0,4,0.8333,38,8,0,0.3365,1
Chemical_1240191589512446326,"5,7-Dihydroxy-6-Methoxy-2-Phenyl-2,3-Dihydrochromen-4-One",286.283,286.0841,2.813,75.99,2,5,2,2,3,0.1875,21,5,0,0.8874,0
Chemical_1327065804667358806,ZXBKJGIDFYDFMF-KCMHMNNUSA-N,640.905,640.4128,9.18,76.13,1,5,10,0,3,0.5238,47,5,0,0.0847,2
Chemical_6737504297262582517,DZYDXFXOBITZHV-MYFVKIJRSA-N,826.996,826.4378,5.269,239.59,7,8,8,3,6,0.5227,60,16,0,0.1576,3
Chemical_236592803865542876,"2Alpha,3Beta,6Beta,19R-Tetrahydroxyolean-12-En-28-Oic Acid",504.708,504.3451,4.146,118.22,5,5,1,0,5,0.9,36,6,0,0.3426,1
Chemical_4514912882697580788,XHAFKIWZKZKHOE-JFNIHIAOSA-N,734.795,734.2938,3.88,181.19,2,13,7,2,6,0.525,53,13,0,0.2379,2
Chemical_3233828842729461983,WFUGJIWKCBYGJL-UHFFFAOYSA-N,684.808,684.2717,5.907,161.26,2,9,12,3,4,0.4,48,13,0,0.1734,2
Chemical_5595144398996454493,HXEACLLIILLPRG-IXMPRESVSA-N,131.151,131.0822,0.213,49.33,2,2,1,0,1,0.8333,9,3,0,0.5346,0
Chemical_4448934041524752887,MOMZFICIDJEWQF-NEIIXNPVSA-N,484.765,484.3916,7.712,46.53,1,3,2,0,5,0.9062,35,3,0,0.3224,1
Chemical_6366051516048204995,GXQULPRESUOEEH-XBQKHOKQSA-N,474.726,474.3709,5.085,80.92,4,4,2,0,5,0.9333,34,4,0,0.4206,1
Chemical_8538256083784078597,ZXBCSPUAOMNNKQ-OBRUSBNWSA-N,272.816,272.1543,3.349,32.76,1,2,1,0,3,1.0,18,3,0,0.5865,0
Chemical_4629018752577081561,nan,422.474,422.1941,2.134,117.84,4,8,11,2,2,0.4545,30,8,0,0.4351,0
Chemical_1711222980743149086,"1,2,3,9-Tetrahydropyrrolo[2,1-B]Quinazolin-3-Ol",188.23,188.095,1.297,35.83,1,3,0,1,3,0.3636,14,3,0,0.6657,0
Chemical_3122107500775171268,IJUUKPSGJXFAIP-NTASLKFISA-N,264.321,264.1362,1.733,55.76,1,4,0,0,3,0.6667,19,4,0,0.4111,0
Chemical_642005082507816788,ISCQYPPCSYRZOT-UPRAQXHNSA-N,412.394,412.1158,2.559,89.52,0,8,4,2,5,0.3636,30,8,0,0.7082,0
Chemical_7658144948539424728,YQAFRMVSHDKVGY-CNMDATFFSA-N,646.771,646.3564,-0.667,207.99,8,13,7,0,5,0.9375,45,13,0,0.1278,3
Chemical_7873262016019170992,YLTGFGDODHXMFB-UHFFFAOYSA-N,166.176,166.063,1.603,46.53,1,3,2,1,1,0.2222,12,3,0,0.6786,0
Chemical_7256315415862203741,MREWLSAUCCIYOO-UHFFFAOYSA-N,188.182,188.0473,1.718,54.37,1,3,0,1,2,0.0909,14,3,0,0.6739,0
Chemical_6359348104365167399,Chikusetsusaponin-Iva Methyl Ester,809.003,808.4609,2.497,221.9,7,14,6,0,7,0.907,57,14,0,0.1165,3
Chemical_7338275238373075027,AUFPYCWNRDFSAE-SMCICNQZSA-N,438.585,438.285,-0.915,92.82,4,6,5,0,6,1.0,31,7,1,0.4441,0
Chemical_8800544660208341897,DYIJRGIOLKMBCR-WHHLIWQDSA-N,498.792,498.4073,7.909,38.69,1,3,4,0,6,0.9394,36,3,0,0.4003,1
Chemical_1793299163470185321,UJBPQMDXFRCLOJ-UHFFFAOYSA-N,418.442,418.1628,3.062,111.52,2,8,9,2,2,0.3636,30,8,0,0.6391,0
Chemical_436196278326619027,JFAPKKOOIAVSGI-IHDBEBCYSA-N,1075.249,1074.5611,-0.832,353.9,13,21,11,0,9,0.9434,75,22,0,0.0887,3
Chemical_8300577700632668641,VMZVTDDPYWDWGH-FPLHPTTLSA-N,468.675,468.3451,2.782,118.22,5,6,9,0,3,0.963,33,6,0,0.3551,0
Chemical_4643040393493428023,NLVGXXWYWDSDAW-UIFQYPGESA-N,426.729,426.3862,8.335,20.23,1,1,7,0,4,0.8667,31,1,0,0.4055,1
Chemical_6832540135531644110,OJOIREGWGDMNGQ-ZXVXAPGVSA-N,464.643,464.3138,2.85,99.38,4,6,0,0,6,1.0,33,6,0,0.44,0
Chemical_1578577337627988787,FPQKZLMPABOCHA-FMIVXFBMSA-N,367.467,367.1453,3.098,85.19,1,5,9,1,1,0.3889,25,7,0,0.4117,0
Chemical_965283897011532379,KNFQFMAXIWUYSL-AZUAARDMSA-N,284.443,284.214,5.322,20.23,1,1,1,1,3,0.6,21,1,0,0.6917,1
Chemical_2186735052295970717,CCQSWPUSHHCADO-UHFFFAOYSA-N,236.658,236.0353,2.615,79.11,3,2,2,2,2,0.0,16,5,0,0.7015,0
Chemical_4044822030382454752,OLWYKBQPSUAJJN-UXIKAADFSA-N,901.053,900.4719,-0.815,276.14,10,18,8,0,9,0.9556,63,18,0,0.1334,3
Chemical_7738580307950102867,JGINTSAQGRHGMG-STXKUDJMSA-N,220.356,220.1827,3.698,20.23,1,1,4,0,3,0.7333,16,1,0,0.7162,0
Chemical_5565766196335042231,IVFDDIVDEWRXDC-OUYBMOFHSA-N,456.755,456.3967,8.597,26.3,0,2,4,0,4,0.9032,33,2,0,0.3125,1
Chemical_5174118619058995537,Isoalvaxanthone,396.439,396.1573,4.741,111.13,4,6,4,3,3,0.2609,29,6,0,0.2879,0
Chemical_7535557542740394192,UWHZIFQPPBDJPM-UHFFFAOYSA-N,282.468,282.2559,6.109,37.3,1,1,15,0,0,0.8333,20,2,0,0.2905,1
Chemical_7193660730542100742,MYXNWGACZJSMBT-IAAKTDFRSA-N,432.381,432.1056,0.092,181.05,7,10,3,3,4,0.2857,31,10,0,0.2996,1
Chemical_6569980376319506459,Tetrahydrogambogic Acid,632.794,632.3349,7.111,122.52,3,7,8,1,7,0.5789,46,8,0,0.2048,2
Chemical_4690823912993834534,Clausamine C,325.364,325.1314,3.182,71.55,2,4,2,3,4,0.3158,24,5,0,0.71,0
Chemical_2262906533624842666,"(2S,3S)-2-(3,4-Dihydroxy-5-Methoxybenzyl)-3-(5-Methoxy-3,4-Methylenedioxybenzyl)Butyrolactone",402.399,402.1315,2.418,103.68,2,8,6,2,4,0.381,29,8,0,0.5609,0
Chemical_5175817552690727451,QUUUEWBMPVGPDF-VOOJRRRLSA-N,346.423,346.178,2.226,72.83,1,5,0,0,5,0.8,25,5,0,0.4136,0
Chemical_8310527041870878285,Complanadine D,486.748,486.3722,5.746,48.98,3,4,1,1,8,0.7812,36,4,0,0.4734,1
Chemical_2099433283477440935,nan,221.3,221.1416,1.733,29.54,0,3,0,0,4,0.7692,16,3,0,0.5834,0
